match_id,patch,region,start_time,duration,radiant_win,league_id,first_blood_time,r_hero_1,r_p1_id,r_hero_2,r_p2_id,r_hero_3,r_p3_id,r_hero_4,r_p4_id,r_hero_5,r_p5_id,d_hero_1,d_p1_id,d_hero_2,d_p2_id,d_hero_3,d_p3_id,d_hero_4,d_p4_id,d_hero_5,d_p5_id,rad_avg_gpm,dire_avg_gpm,first_roshan_team,first_roshan_time,roshan_2_team,roshan_2_time,first_tower_team,first_tower_time,first_tormentor_team,first_tormentor_time,kills_10m,max_gold_swing,wisdom_7m_rad,wisdom_7m_dire,radiant_team_id,dire_team_id
8754538685,60,3.0,1775141483.0,2298,0,18866.0,77,94,968545762.0,106,170809075.0,129,187123736.0,123,206097366.0,85,191597529.0,145,384854668.0,7,371495800.0,99,1001714951.0,86,1675320614.0,40,343909498.0,453.0,567.4,0,1681,-1.0,9999.0,1.0,520.0,-1.0,9999.0,0,19801,0.0,0.0,10047709,9886393
8754328354,60,3.0,1775133620.0,2784,1,18866.0,285,63,968545762.0,131,191597529.0,123,206097366.0,99,187123736.0,16,170809075.0,78,1001714951.0,13,371495800.0,38,384854668.0,27,1675320614.0,64,343909498.0,512.0,475.8,0,1423,0.0,2030.0,1.0,779.0,-1.0,9999.0,0,10014,0.0,0.0,10047709,9886393
8754305127,60,5.0,1775131662.0,2132,1,19538.0,78,72,392565237.0,106,202217968.0,65,147767183.0,50,343084576.0,27,152859296.0,129,152545459.0,13,150862738.0,136,219755398.0,64,341678201.0,63,389022189.0,525.8,439.0,0,1484,0.0,2039.0,1.0,394.0,-1.0,9999.0,0,12113,0.0,0.0,10081680,9917087
8754301779,60,3.0,1775131295.0,1845,0,18959.0,6,15,397206052.0,35,1622405666.0,108,1621497616.0,128,1621570409.0,3,1621422877.0,94,1750248703.0,129,1750916329.0,11,1750577069.0,31,1750435217.0,101,1749630639.0,419.6,479.2,0,1707,-1.0,9999.0,1.0,613.0,-1.0,9999.0,0,5824,0.0,0.0,9425656,9767998
8754266490,60,3.0,1775129434.0,1821,1,18959.0,135,129,412910858.0,74,1068676453.0,27,176158708.0,70,183270733.0,14,1090568489.0,42,1902782463.0,38,1903287666.0,30,1902976475.0,108,1903043745.0,119,1902738528.0,501.2,411.2,0,1398,-1.0,9999.0,1.0,414.0,-1.0,9999.0,0,11493,0.0,0.0,9426115,9814269
8754260419,60,8.0,1775129093.0,2715,0,18867.0,80,63,1251984026.0,126,1073866259.0,64,1914262504.0,29,1811371866.0,21,399588134.0,28,878549965.0,73,1868210186.0,106,1056145299.0,101,236214375.0,9,1906005443.0,476.6,692.8,0,1609,0.0,2304.0,1.0,735.0,-1.0,9999.0,0,46464,0.0,0.0,9636142,9729767
8754248527,60,3.0,1775129086.0,2802,1,19539.0,86,73,125445069.0,155,383788462.0,79,175311897.0,40,122817493.0,17,123023873.0,126,210053851.0,99,190826739.0,15,127617979.0,86,9403474.0,64,1202267677.0,635.8,519.4,0,1482,0.0,2082.0,1.0,671.0,-1.0,9999.0,0,22673,0.0,0.0,9255039,9338413
8754245420,60,3.0,1775128428.0,2584,1,18866.0,42,19,1041276674.0,126,127530803.0,29,158072796.0,86,114162163.0,64,120840516.0,93,226786631.0,47,1152948930.0,120,207527352.0,123,1218097624.0,87,135709988.0,535.6,432.0,0,1460,0.0,2316.0,1.0,470.0,-1.0,9999.0,0,22322,0.0,0.0,5014799,10101793
8754236176,60,17.0,1775127671.0,1578,1,19520.0,5,28,138857296.0,63,168028715.0,52,113457795.0,91,207829314.0,64,158847773.0,16,186577691.0,17,137823304.0,100,172141367.0,138,175520789.0,110,108839644.0,554.4,370.2,0,1089,-1.0,9999.0,1.0,337.0,-1.0,9999.0,0,20887,0.0,0.0,9351740,9444076
8754228940,60,5.0,1775127236.0,2766,1,19538.0,248,72,392565237.0,38,202217968.0,78,147767183.0,100,152859296.0,110,343084576.0,98,152545459.0,40,341678201.0,16,150862738.0,123,219755398.0,63,389022189.0,573.6,502.4,0,1116,0.0,1920.0,1.0,616.0,-1.0,9999.0,0,14758,0.0,0.0,10081680,9917087
8754219728,60,8.0,1775126759.0,1253,1,18867.0,103,138,1291449666.0,101,236214375.0,91,1906005443.0,145,878549965.0,29,1914262504.0,99,1171975340.0,52,1868210186.0,87,339941742.0,14,1056145299.0,79,1902169997.0,486.6,322.4,-1,9999,-1.0,9999.0,1.0,638.0,-1.0,9999.0,0,15761,0.0,0.0,9995737,9773195
8754219422,60,3.0,1775126689.0,2010,0,18959.0,95,20,1902976475.0,39,1903287666.0,42,1903043745.0,63,1902782463.0,138,1902738528.0,111,1090568489.0,13,1068676453.0,10,183270733.0,110,412910858.0,100,176158708.0,446.2,515.8,0,1703,-1.0,9999.0,1.0,762.0,-1.0,9999.0,0,9852,0.0,0.0,9814269,9426115
8754200630,60,3.0,1775125425.0,1668,0,18866.0,4,63,226786631.0,136,1218097624.0,99,207527352.0,120,1152948930.0,40,135709988.0,109,1041276674.0,39,127530803.0,65,158072796.0,100,114162163.0,110,120840516.0,429.6,528.6,0,1179,-1.0,9999.0,1.0,522.0,-1.0,9999.0,0,11029,0.0,0.0,10101793,5014799
8754195782,60,3.0,1775125392.0,1632,0,19539.0,6,70,293731272.0,106,40805086.0,88,276449590.0,55,148612029.0,110,1048617659.0,41,124801257.0,17,301750126.0,155,126842529.0,123,256156323.0,40,320219866.0,351.8,525.4,0,1249,-1.0,9999.0,1.0,554.0,-1.0,9999.0,0,21020,0.0,0.0,9928636,9467224
8754181843,60,17.0,1775124477.0,1863,0,19520.0,118,137,186577691.0,114,175520789.0,90,172141367.0,13,137823304.0,31,108839644.0,110,138857296.0,41,168028715.0,3,158847773.0,136,207829314.0,120,113457795.0,370.2,547.4,0,1426,-1.0,9999.0,1.0,709.0,-1.0,9999.0,0,27402,0.0,0.0,9444076,9351740
8754176052,60,3.0,1775123824.0,1908,1,18959.0,54,71,928499811.0,87,1227183303.0,4,1185918470.0,135,1228355759.0,25,1200963940.0,31,1902237853.0,11,1903247233.0,138,1902895053.0,26,1903997264.0,129,1904129499.0,528.8,409.8,0,1400,-1.0,9999.0,1.0,656.0,-1.0,9999.0,0,15082,0.0,0.0,8629005,9878494
8754170570,60,5.0,1775123994.0,1861,1,19538.0,172,65,152545459.0,16,150862738.0,58,341678201.0,123,219755398.0,63,389022189.0,145,392565237.0,38,202217968.0,29,147767183.0,86,152859296.0,37,343084576.0,520.4,377.8,0,1127,0.0,1820.0,1.0,420.0,-1.0,9999.0,0,22080,0.0,0.0,9917087,10081680
8754158247,60,8.0,1775122517.0,2622,0,18867.0,120,40,1906005443.0,126,1029972951.0,39,878549965.0,88,236214375.0,64,1914262504.0,65,1171975340.0,102,1868210186.0,87,339941742.0,114,1056145299.0,101,1591533176.0,473.6,545.4,0,2065,-1.0,9999.0,1.0,662.0,-1.0,9999.0,0,17368,0.0,0.0,9718665,9773195
8754154422,60,3.0,1775122236.0,1577,1,19539.0,0,28,148612029.0,15,40805086.0,86,276449590.0,138,293731272.0,83,1048617659.0,102,124801257.0,120,301750126.0,78,126842529.0,119,256156323.0,58,320219866.0,487.0,375.2,0,856,0.0,1483.0,1.0,689.0,-1.0,9999.0,0,13034,0.0,0.0,9928636,9467224
8754140367,60,3.0,1775121216.0,1991,1,18959.0,167,39,1903247233.0,29,1904129499.0,19,1902895053.0,26,1903997264.0,5,1902237853.0,65,928499811.0,91,1200963940.0,57,1228355759.0,145,1185918470.0,31,1227183303.0,483.2,395.4,0,1904,-1.0,9999.0,1.0,750.0,-1.0,9999.0,0,13535,0.0,0.0,9878494,8629005
