match_id,win_radiant,first_roshan_team,first_roshan_time,first_tower_team,first_tower_time,wisdom_7m_rad,wisdom_7m_dire,first_shard_team,first_shard_time,rad_power_runes_10m
8750247101,0,1,1682,1,732,0,0,1,1005,6
8750240751,1,0,1440,1,565,0,0,1,1510,7
8750218681,0,1,1738,1,892,0,0,0,1128,6
8750213645,1,0,1688,1,878,0,0,0,975,6
8750183428,1,0,1039,1,398,0,0,1,1494,8
8750174677,0,-1,0,1,705,0,0,0,1274,5
8750161286,1,0,1372,1,377,0,0,0,1284,6
8750150836,1,1,1305,1,826,0,0,0,901,7
8750147055,1,-1,0,1,722,0,0,0,901,8
8750146152,0,1,1559,1,646,0,0,0,1393,5
8750126383,0,1,1642,1,760,0,0,1,1085,11
8750122430,0,-1,0,1,812,0,0,-1,2400,8
8750122085,1,0,1029,1,650,0,0,0,900,7
8750111726,0,1,1767,1,404,0,0,1,1039,11
8750111268,1,0,1579,1,889,0,0,1,1314,8
8750082422,1,0,1909,1,795,0,0,0,913,5
8750080327,1,0,1600,1,629,0,0,1,914,11
8750066183,0,0,1779,1,753,0,0,0,1247,6
8750053858,1,0,1554,1,785,0,0,1,1077,2
8750048700,0,1,1959,1,784,0,0,1,1096,8
8750021792,1,-1,0,1,582,0,0,0,900,6
8750021443,0,1,1684,1,767,0,0,1,900,9
8750000578,0,1,1617,1,430,0,0,1,1096,6
8749999437,1,1,1409,1,518,0,0,1,1192,9
8749999137,0,0,1426,1,721,0,0,0,977,6
8749985307,0,1,1963,1,563,0,0,1,1035,7
8749957591,1,1,1637,1,444,0,0,1,1145,6
8749933739,1,-1,0,1,656,0,0,0,1009,5
8749912983,0,-1,0,1,573,0,0,1,992,7
8749892091,1,0,1597,1,609,0,0,0,901,9
8749871656,1,0,1580,1,655,0,0,0,902,5
8749845136,0,1,1903,1,653,0,0,1,1017,3
8749833141,0,-1,0,1,661,0,0,0,1806,6
8749823604,0,-1,0,1,674,0,0,1,1120,5
8749809128,1,0,1399,1,551,0,0,0,1463,6
8749790435,1,0,665,1,498,0,0,1,1049,8
8749780096,1,0,1422,1,757,0,0,0,956,5
8749777329,1,0,1470,1,562,0,0,1,1071,9
8749741237,0,-1,0,1,436,0,0,0,1280,5
8749737860,1,0,1472,1,915,0,0,1,1420,9
8749721094,0,1,1861,1,599,0,0,0,1146,7
8749698741,0,1,1779,1,799,0,0,0,1200,4
8749655300,1,0,1088,1,498,0,0,1,998,7
8749652988,1,0,1660,1,664,0,0,0,1032,6
8749644755,1,0,1383,1,573,0,0,0,1182,9
8749625824,0,1,1412,1,421,0,0,0,1238,8
8749589036,0,1,1480,1,428,0,0,1,900,11
8749533801,0,1,1016,1,571,0,0,0,1110,6
